2026-03-23 06:48:36 [background-preinit] [] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-23 08:33:14 [Test worker] [] INFO  c.e.a.controller.TaskControllerTest - Started TaskControllerTest in 8.369 seconds (process running for 11.549)
2026-03-23 08:33:14 [Test worker] [] WARN  c.e.a.e.GlobalExceptionHandler - Validation error: タイトルは必須です
2026-03-23 08:33:14 [Test worker] [] WARN  c.e.a.e.GlobalExceptionHandler - Validation error: タイトルは必須です
2026-03-23 08:33:14 [Test worker] [] WARN  c.e.a.e.GlobalExceptionHandler - Resource not found: Task not found
2026-03-23 08:33:14 [Test worker] [] WARN  c.e.a.e.GlobalExceptionHandler - Resource not found: Task not found
2026-03-23 08:33:14 [Test worker] [] WARN  c.e.a.e.GlobalExceptionHandler - Resource not found: Task not found
2026-03-23 08:33:15 [Test worker] [] WARN  o.s.d.w.c.SpringDataJacksonConfiguration$PageModule$WarningLoggingModifier - Serializing PageImpl instances as-is is not supported, meaning that there is no guarantee about the stability of the resulting JSON structure!
	For a stable JSON structure, please use Spring Data's PagedModel (globally via @EnableSpringDataWebSupport(pageSerializationMode = VIA_DTO))
	or Spring HATEOAS and Spring Data's PagedResourcesAssembler as documented in https://docs.spring.io/spring-data/commons/reference/repositories/core-extensions.html#core.web.pageables.

2026-03-23 08:33:15 [Test worker] [] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.api_practice.integration.TaskIntegrationTest]: TaskIntegrationTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-03-23 08:33:15 [Test worker] [] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.api_practice.ApiPracticeApplication for test class com.example.api_practice.integration.TaskIntegrationTest
2026-03-23 08:33:15 [Test worker] [] INFO  c.e.a.i.TaskIntegrationTest - Starting TaskIntegrationTest using Java 21.0.10 with PID 1040 (started by yugo in /Users/yugo/Desktop/api-practice)
2026-03-23 08:33:15 [Test worker] [] INFO  c.e.a.i.TaskIntegrationTest - The following 1 profile is active: "test"
2026-03-23 08:33:16 [Test worker] [] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-23 08:33:16 [Test worker] [] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 84 ms. Found 1 JPA repository interface.
2026-03-23 08:33:18 [Test worker] [] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-23 08:33:18 [Test worker] [] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-03-23 08:33:18 [Test worker] [] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-03-23 08:33:18 [Test worker] [] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-23 08:33:18 [Test worker] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-03-23 08:33:18 [Test worker] [] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection conn0: url=jdbc:h2:mem:testdb user=ROOT
2026-03-23 08:33:18 [Test worker] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-03-23 08:33:18 [Test worker] [] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-03-23 08:33:20 [Test worker] [] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-23 08:33:20 [Test worker] [] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-23 08:33:20 [Test worker] [] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-03-23 08:33:21 [Test worker] [] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-23 08:33:23 [Test worker] [] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-03-23 08:33:23 [Test worker] [] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-03-23 08:33:23 [Test worker] [] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2026-03-23 08:33:23 [Test worker] [] INFO  c.e.a.i.TaskIntegrationTest - Started TaskIntegrationTest in 7.882 seconds (process running for 20.612)
2026-03-23 08:33:23 [Test worker] [] WARN  c.e.a.e.GlobalExceptionHandler - Resource not found: Task not found
2026-03-23 08:33:23 [Test worker] [] WARN  c.e.a.e.GlobalExceptionHandler - Validation error: タイトルは必須です
2026-03-23 08:33:23 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Creating new task: JWT Task
2026-03-23 08:33:23 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Task created with id: 1
2026-03-23 08:33:23 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Creating new task: Test Task
2026-03-23 08:33:23 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Task created with id: 2
2026-03-23 08:33:23 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Creating new task: JWT Task
2026-03-23 08:33:23 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Task created with id: 3
2026-03-23 08:33:24 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Deleting task with id: 9999
2026-03-23 08:33:24 [Test worker] [] WARN  c.e.a.e.GlobalExceptionHandler - Resource not found: Task not found
2026-03-23 08:33:24 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Creating new task: Test Task
2026-03-23 08:33:24 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Task created with id: 4
2026-03-23 08:33:24 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Fetching tasks page: 0
2026-03-23 08:33:24 [Test worker] [] WARN  o.s.d.w.c.SpringDataJacksonConfiguration$PageModule$WarningLoggingModifier - Serializing PageImpl instances as-is is not supported, meaning that there is no guarantee about the stability of the resulting JSON structure!
	For a stable JSON structure, please use Spring Data's PagedModel (globally via @EnableSpringDataWebSupport(pageSerializationMode = VIA_DTO))
	or Spring HATEOAS and Spring Data's PagedResourcesAssembler as documented in https://docs.spring.io/spring-data/commons/reference/repositories/core-extensions.html#core.web.pageables.

2026-03-23 08:33:24 [Test worker] [] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.api_practice.repository.TaskRepositoryTest]: TaskRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-03-23 08:33:24 [Test worker] [] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.api_practice.ApiPracticeApplication for test class com.example.api_practice.repository.TaskRepositoryTest
2026-03-23 08:33:24 [Test worker] [] INFO  c.e.a.repository.TaskRepositoryTest - Starting TaskRepositoryTest using Java 21.0.10 with PID 1040 (started by yugo in /Users/yugo/Desktop/api-practice)
2026-03-23 08:33:24 [Test worker] [] INFO  c.e.a.repository.TaskRepositoryTest - No active profile set, falling back to 1 default profile: "default"
2026-03-23 08:33:24 [Test worker] [] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-23 08:33:24 [Test worker] [] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 28 ms. Found 1 JPA repository interface.
2026-03-23 08:33:25 [Test worker] [] INFO  o.s.b.t.a.j.TestDatabaseAutoConfiguration$EmbeddedDataSourceBeanFactoryPostProcessor - Replacing 'dataSource' DataSource bean with embedded version
2026-03-23 08:33:25 [Test worker] [] INFO  o.s.j.d.e.EmbeddedDatabaseFactory - Starting embedded database: url='jdbc:h2:mem:2ac27c63-e290-4410-972d-e3b3b24bd2af;DB_CLOSE_DELAY=-1;DB_CLOSE_ON_EXIT=false', username='sa'
2026-03-23 08:33:25 [Test worker] [] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-23 08:33:25 [Test worker] [] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-03-23 08:33:25 [Test worker] [] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-23 08:33:25 [Test worker] [] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-23 08:33:25 [Test worker] [] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-23 08:33:25 [Test worker] [] INFO  c.e.a.repository.TaskRepositoryTest - Started TaskRepositoryTest in 1.07 seconds (process running for 23.114)
2026-03-23 08:33:26 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Updating task with id: 1
2026-03-23 08:33:26 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Creating new task: Test
2026-03-23 08:33:26 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Task created with id: 1
2026-03-23 08:33:26 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Deleting task with id: 1
2026-03-23 08:33:26 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Deleting task with id: 1
2026-03-23 08:33:26 [Test worker] [] INFO  c.e.api_practice.service.TaskService - Fetching tasks page: 0
2026-03-23 08:33:26 [SpringApplicationShutdownHook] [] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-03-23 08:33:26 [SpringApplicationShutdownHook] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-03-23 08:33:26 [SpringApplicationShutdownHook] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-03-23 08:33:26 [SpringApplicationShutdownHook] [] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
